80.75,359960,3515,2418,11212,564534,8673,5693,26894
81.0,360873,3523,2421,11256,566893,8715,5727,27113
81.25,361789,3529,2427,11315,569186,8765,5747,27321
81.5,362718,3537,2434,11369,571604,8816,5768,27521
81.75,363641,3548,2439,11418,573888,8857,5800,27744
82.0,364595,3556,2443,11486,576218,8911,5826,27974
82.25,365548,3568,2455,11549,578511,8966,5860,28195
82.5,366503,3573,2460,11612,580891,9020,5892,28432
82.75,367436,3582,2467,11670,583397,9069,5928,28671
83.0,368365,3592,2472,11741,585757,9122,5952,28914
83.25,369284,3595,2481,11792,588030,9172,5990,29166
83.5,370208,3602,2487,11864,590384,9229,6024,29392
83.75,371169,3607,2492,11932,592666,9278,6069,29623
84.0,372143,3614,2501,12007,594977,9328,6102,29839
84.25,373110,3621,2502,12062,597404,9376,6127,30074
84.5,373977,3629,2506,12128,599698,9440,6157,30306
84.75,374869,3635,2510,12189,602073,9492,6199,30541
85.0,375774,3644,2513,12250,604395,9555,6248,30807
85.25,376679,3652,2519,12312,606789,9619,6286,31073
85.5,377610,3661,2527,12379,609120,9672,6320,31336
85.75,378528,3674,2537,12445,611491,9722,6363,31588
86.0,379458,3678,2541,12503,613842,9763,6403,31857
86.25,380394,3688,2545,12570,616242,9813,6455,32123
86.5,381319,3691,2552,12628,618634,9863,6485,32374
86.75,382236,3694,2555,12697,620936,9913,6517,32638
87.0,383165,3705,2559,12754,623182,9955,6549,32890
87.25,384076,3714,2564,12811,625477,9998,6590,33157
87.5,384950,3721,2568,12876,627749,10054,6627,33435
87.75,385847,3732,2574,12933,630163,10098,6666,33705
88.0,386698,3742,2579,12983,632496,10152,6705,33975
88.25,387607,3751,2586,13056,634815,10199,6758,34246
88.5,388470,3761,2593,13102,637113,10245,6798,34522
88.75,389386,3768,2597,13164,639425,10297,6840,34792
89.0,390285,3777,2603,13222,641855,10350,6876,35067
89.25,391187,3782,2608,13281,644163,10404,6913,35329
89.5,392085,3793,2616,13346,646513,10462,6942,35608
89.75,393001,3801,2616,13405,648855,10517,6983,35879
90.0,393879,3807,2619,13448,651250,10569,7023,36161
90.25,394777,3810,2622,13510,653689,10628,7071,36465
90.5,395682,3823,2631,13582,656047,10687,7103,36747
90.75,396563,3827,2640,13649,658323,10739,7140,37015
91.0,397435,3832,2646,13701,660654,10783,7170,37293
91.25,398342,3839,2649,13767,662953,10822,7198,37585
91.5,399252,3850,2657,13840,665323,10867,7238,37879
91.75,400127,3854,2665,13894,667572,10917,7268,38145
92.0,401034,3857,2674,13978,669951,10969,7303,38459
92.25,401916,3865,2682,14045,672237,11034,7350,38759
92.5,402754,3873,2688,14107,674426,11094,7385,39023
92.75,403641,3886,2693,14180,676740,11160,7426,39295
93.0,404530,3892,2700,14256,679106,11216,7478,39628
93.25,405387,3899,2707,14325,681430,11270,7536,39939
93.5,406289,3909,2711,14389,683690,11327,7578,40248
93.75,407186,3920,2715,14447,685953,11369,7630,40564
94.0,408056,3929,2721,14515,688340,11421,7678,40858
94.25,408965,3938,2732,14590,690590,11475,7700,41126
94.5,409855,3942,2740,14677,692945,11526,7736,41406
94.75,410720,3948,2745,14744,695226,11581,7781,41709
95.0,411595,3956,2750,14805,697563,11641,7822,42001
95.25,412439,3965,2752,14864,699820,11694,7852,42294
95.5,413322,3974,2754,14918,702142,11748,7893,42589
95.75,414172,3982,2757,14981,704470,11796,7931,42869
96.0,415071,3992,2762,15041,706739,11863,7971,43153
96.25,415953,3997,2766,15107,708965,11905,8012,43463
96.5,416767,4005,2769,15166,711191,11957,8052,43744
96.75,417632,4012,2774,15229,713434,12005,8099,44049
97.0,418510,4016,2784,15311,715682,12057,8143,44350
97.25,419395,4024,2788,15382,717850,12105,8179,44650
97.5,420221,4027,2793,15448,720107,12157,8222,44944
97.75,421055,4037,2797,15511,722306,12213,8257,45251
98.0,421851,4043,2802,15567,724559,12254,8287,45549
98.25,422657,4049,2802,15618,726786,12300,8313,45813
98.5,423474,4057,2804,15672,729009,12346,8355,46117
98.75,424327,4064,2813,15744,731228,12407,8388,46437
99.0,425186,4073,2819,15812,733454,12452,8425,46756
99.25,426038,4080,2821,15867,735540,12496,8466,47024
99.5,426873,4090,2826,15923,737804,12535,8506,47339
99.75,427687,4096,2828,15986,739975,12573,8549,47624
100.0,428484,4104,2836,16063,742213,12622,8590,47905
100.25,429358,4106,2843,16131,744325,12674,8632,48204
100.5,430155,4109,2847,16196,746543,12724,8660,48495
100.75,431039,4114,2853,16265,748689,12767,8699,48792
101.0,431871,4119,2855,16343,750902,12808,8749,49105
101.25,432756,4124,2858,16429,753145,12858,8787,49404
101.5,433589,4136,2862,16492,755339,12917,8821,49716
101.75,434449,4140,2870,16562,757478,12964,8847,50015
102.0,435274,4147,2876,16628,759674,13004,8889,50346
102.25,436129,4157,2879,16693,761831,13051,8941,50645
102.5,436947,4161,2883,16760,763971,13099,8973,50938
102.75,437801,4164,2888,16829,766150,13144,9004,51256
103.0,438610,4170,2894,16892,768230,13180,9032,51568
103.25,439464,4180,2898,16975,770365,13225,9073,51880
103.5,440294,4186,2898,17042,772463,13272,9109,52173
103.75,441121,4193,2902,17110,774652,13322,9141,52487
104.0,441946,4200,2907,17173,776766,13352,9160,52771
104.25,442798,4207,2910,17244,778915,13396,9188,53095
104.5,443655,4210,2913,17315,780940,13446,9219,53396
104.75,444442,4217,2915,17372,782917,13486,9257,53663
105.0,445277,4224,2919,17453,784978,13544,9294,53986
105.25,446094,4231,2926,17528,787071,13584,9329,54265
105.5,446907,4235,2930,17589,789162,13623,9359,54566
105.75,447720,4236,2935,17665,791173,13671,9393,54871
106.0,448517,4240,2938,17720,793275,13712,9439,55212
106.25,449333,4246,2942,17778,795325,13753,9474,55528
106.5,450155,4252,2948,17839,797376,13801,9523,55834
106.75,451001,4260,2956,17911,799488,13849,9545,56116
107.0,451813,4267,2959,17970,801567,13890,9588,56425
107.25,452626,4274,2961,18050,803617,13935,9629,56718
107.5,453445,4283,2968,18130,805744,13985,9660,57020
107.75,454273,4286,2972,18195,807795,14026,9682,57284
108.0,455074,4293,2977,18252,809828,14070,9712,57583
108.25,455855,4298,2980,18325,811867,14124,9743,57883
108.5,456667,4310,2987,18400,813876,14168,9778,58191
108.75,457501,4316,2995,18486,815858,14203,9813,58479
109.0,458365,4319,3000,18554,817860,14239,9848,58793
109.25,459168,4328,3004,18618,819825,14272,9887,59117
109.5,459941,4336,3007,18674,821805,14315,9914,59390
109.75,460733,4345,3012,18737,823828,14343,9943,59719
110.0,461558,4350,3018,18801,825874,14383,9966,60021
110.25,462313,4358,3024,18873,827799,14424,10001,60316
110.5,463120,4360,3031,18960,829727,14469,10030,60586
110.75,463928,4369,3039,19046,831652,14508,10063,60878
111.0,464765,4379,3047,19114,833604,14536,10098,61168
111.25,465592,4386,3051,19174,835473,14563,10120,61430
111.5,466384,4394,3056,19253,837387,14587,10154,61721
111.75,467200,4399,3061,19333,839302,14625,10190,62014
